order_id,order_date,customer_id,order_status
136,00:00.0,9126,PENDING_PAYMENT
137,00:00.0,4211,COMPLETE
138,00:00.0,10904,PROCESSING
139,00:00.0,7933,COMPLETE
140,00:00.0,4257,PENDING_PAYMENT
141,00:00.0,12128,COMPLETE
142,00:00.0,5760,PENDING_PAYMENT
143,00:00.0,10495,COMPLETE
144,00:00.0,2158,PROCESSING
145,00:00.0,494,ON_HOLD
146,00:00.0,8177,COMPLETE
147,00:00.0,275,PENDING_PAYMENT
148,00:00.0,5383,PROCESSING
149,00:00.0,11431,COMPLETE
150,00:00.0,236,PROCESSING
151,00:00.0,2493,ON_HOLD
152,00:00.0,3611,COMPLETE
153,00:00.0,8876,COMPLETE
154,00:00.0,9993,ON_HOLD
155,00:00.0,9044,PENDING_PAYMENT
156,00:00.0,5200,ON_HOLD
157,00:00.0,8986,ON_HOLD
158,00:00.0,12345,PENDING
159,00:00.0,10974,PENDING_PAYMENT
160,00:00.0,6762,COMPLETE
161,00:00.0,4513,PENDING_PAYMENT
162,00:00.0,3304,PENDING_PAYMENT
163,00:00.0,3348,COMPLETE
164,00:00.0,2962,PROCESSING
165,00:00.0,1222,PENDING_PAYMENT
166,00:00.0,7834,PROCESSING
167,00:00.0,1347,PENDING
168,00:00.0,11794,PENDING_PAYMENT
169,00:00.0,2611,ON_HOLD
170,00:00.0,6295,PAYMENT_REVIEW
171,00:00.0,1980,COMPLETE
172,00:00.0,11382,COMPLETE
173,00:00.0,9027,ON_HOLD
174,00:00.0,3358,COMPLETE
175,00:00.0,384,COMPLETE
176,00:00.0,2897,PENDING_PAYMENT
177,00:00.0,9151,PENDING_PAYMENT
178,00:00.0,8503,COMPLETE
179,00:00.0,6506,COMPLETE
180,00:00.0,10215,ON_HOLD
181,00:00.0,7473,PENDING
182,00:00.0,10984,COMPLETE
183,00:00.0,12105,COMPLETE
184,00:00.0,210,COMPLETE
185,00:00.0,10966,PENDING_PAYMENT
186,00:00.0,1104,COMPLETE
187,00:00.0,1378,PAYMENT_REVIEW
188,00:00.0,2889,PENDING
189,00:00.0,10177,PENDING
190,00:00.0,11115,PENDING
191,00:00.0,16,CLOSED
192,00:00.0,5293,PROCESSING
193,00:00.0,6174,PROCESSING
194,00:00.0,2550,PENDING_PAYMENT
195,00:00.0,12096,PROCESSING
196,00:00.0,2765,PROCESSING
197,00:00.0,6370,PROCESSING
198,00:00.0,7436,PENDING_PAYMENT
199,00:00.0,4608,ON_HOLD
200,00:00.0,11116,PAYMENT_REVIEW
201,00:00.0,9055,CLOSED
202,00:00.0,8524,PENDING_PAYMENT
203,00:00.0,11791,PENDING_PAYMENT
204,00:00.0,7604,PENDING_PAYMENT
205,00:00.0,3109,PROCESSING
206,00:00.0,8994,PENDING
207,00:00.0,11643,COMPLETE
208,00:00.0,7923,PROCESSING
209,00:00.0,3627,PENDING
210,00:00.0,10102,COMPLETE
211,00:00.0,10372,CLOSED
212,00:00.0,3190,PENDING
213,00:00.0,11715,CLOSED
214,00:00.0,3925,COMPLETE
215,00:00.0,5925,CLOSED
216,00:00.0,7282,PENDING
217,00:00.0,5420,PROCESSING
218,00:00.0,3935,COMPLETE
219,00:00.0,10655,PROCESSING
220,00:00.0,1383,COMPLETE
221,00:00.0,11871,CLOSED
222,00:00.0,8309,CLOSED
223,00:00.0,9068,PENDING
224,00:00.0,11938,CLOSED
225,00:00.0,11275,COMPLETE
226,00:00.0,9356,PENDING_PAYMENT
227,00:00.0,7410,CLOSED
228,00:00.0,6070,ON_HOLD
229,00:00.0,618,PENDING
230,00:00.0,4921,PENDING_PAYMENT
231,00:00.0,3960,COMPLETE
232,00:00.0,1780,PENDING_PAYMENT
233,00:00.0,12316,COMPLETE
234,00:00.0,1010,ON_HOLD
235,00:00.0,4285,PENDING_PAYMENT
236,00:00.0,9785,COMPLETE
237,00:00.0,11438,PENDING_PAYMENT
238,00:00.0,4939,PENDING_PAYMENT
239,00:00.0,5058,COMPLETE
240,00:00.0,32,PENDING
241,00:00.0,948,CLOSED
242,00:00.0,3237,PAYMENT_REVIEW
243,00:00.0,32,ON_HOLD
244,00:00.0,6910,PENDING_PAYMENT
245,00:00.0,5191,CLOSED
246,00:00.0,9616,SUSPECTED_FRAUD
247,00:00.0,173,COMPLETE
248,00:00.0,11707,COMPLETE
249,00:00.0,7650,CLOSED
250,00:00.0,11668,COMPLETE
251,00:00.0,568,PENDING
252,00:00.0,9708,COMPLETE
253,00:00.0,45,COMPLETE
254,00:00.0,9395,COMPLETE
255,00:00.0,10346,COMPLETE
256,00:00.0,4199,CLOSED
257,00:00.0,3273,PROCESSING
258,00:00.0,1137,COMPLETE
259,00:00.0,3454,COMPLETE
260,00:00.0,5135,CLOSED
261,00:00.0,5128,COMPLETE
262,00:00.0,11475,CLOSED
263,00:00.0,8026,COMPLETE
264,00:00.0,230,COMPLETE
265,00:00.0,488,PENDING_PAYMENT
266,00:00.0,11085,COMPLETE
267,00:00.0,6989,CLOSED
268,00:00.0,5578,CLOSED
269,00:00.0,11887,PROCESSING
270,00:00.0,5689,COMPLETE
271,00:00.0,815,COMPLETE
272,00:00.0,428,CLOSED
273,00:00.0,10665,PENDING_PAYMENT
274,00:00.0,3365,PENDING
275,00:00.0,10942,PENDING_PAYMENT
276,00:00.0,2221,PENDING_PAYMENT
277,00:00.0,3732,PENDING
278,00:00.0,488,PAYMENT_REVIEW
279,00:00.0,10372,COMPLETE
280,00:00.0,11836,PENDING
281,00:00.0,827,PENDING_PAYMENT
282,00:00.0,3551,PENDING_PAYMENT
283,00:00.0,11466,COMPLETE
284,00:00.0,861,PROCESSING
285,00:00.0,5011,CLOSED
286,00:00.0,9824,ON_HOLD
287,00:00.0,8122,COMPLETE
288,00:00.0,8667,COMPLETE
289,00:00.0,1195,PENDING_PAYMENT
290,00:00.0,6446,COMPLETE
291,00:00.0,5506,PROCESSING
292,00:00.0,11971,PENDING_PAYMENT
293,00:00.0,4731,PROCESSING
294,00:00.0,11394,CLOSED
295,00:00.0,1937,PENDING
296,00:00.0,6665,COMPLETE
297,00:00.0,2281,PENDING
298,00:00.0,4967,COMPLETE
299,00:00.0,9202,PENDING_PAYMENT
300,00:00.0,11326,CLOSED
301,00:00.0,11999,COMPLETE
302,00:00.0,3577,COMPLETE
303,00:00.0,1682,PENDING_PAYMENT
304,00:00.0,1869,COMPLETE
305,00:00.0,5618,ON_HOLD
306,00:00.0,137,COMPLETE
307,00:00.0,8818,PENDING
308,00:00.0,6829,PENDING_PAYMENT
309,00:00.0,10396,COMPLETE
310,00:00.0,1256,COMPLETE
311,00:00.0,410,COMPLETE
312,00:00.0,1122,COMPLETE
313,00:00.0,7543,CLOSED
314,00:00.0,10033,PENDING_PAYMENT
315,00:00.0,4375,PENDING_PAYMENT
316,00:00.0,3870,PROCESSING
317,00:00.0,1450,COMPLETE
318,00:00.0,8829,PENDING_PAYMENT
319,00:00.0,10445,COMPLETE
320,00:00.0,10698,SUSPECTED_FRAUD
321,00:00.0,4282,ON_HOLD
322,00:00.0,2864,COMPLETE
323,00:00.0,3020,PENDING_PAYMENT
324,00:00.0,76,COMPLETE
325,00:00.0,4759,PENDING
326,00:00.0,1604,PENDING_PAYMENT
327,00:00.0,12107,PENDING
328,00:00.0,1149,COMPLETE
329,00:00.0,1944,SUSPECTED_FRAUD
330,00:00.0,5175,COMPLETE
331,00:00.0,4797,PENDING_PAYMENT
332,00:00.0,4171,COMPLETE
333,00:00.0,2071,PENDING_PAYMENT
334,00:00.0,3752,PENDING_PAYMENT
335,00:00.0,7710,PENDING
336,00:00.0,5479,PENDING
337,00:00.0,6747,COMPLETE
338,00:00.0,4666,COMPLETE
339,00:00.0,8326,PENDING
340,00:00.0,7995,PENDING_PAYMENT
341,00:00.0,10128,CLOSED
342,00:00.0,8809,ON_HOLD
343,00:00.0,10952,COMPLETE
344,00:00.0,2816,PENDING
345,00:00.0,11040,PROCESSING
346,00:00.0,3646,COMPLETE
347,00:00.0,11662,COMPLETE
348,00:00.0,12120,COMPLETE
349,00:00.0,9103,COMPLETE
350,00:00.0,10672,COMPLETE
351,00:00.0,12049,COMPLETE
352,00:00.0,1977,PENDING_PAYMENT
353,00:00.0,2234,PROCESSING
354,00:00.0,5862,PROCESSING
355,00:00.0,11682,PROCESSING
356,00:00.0,2209,PENDING
357,00:00.0,2685,COMPLETE
358,00:00.0,2979,PENDING
359,00:00.0,6020,PENDING_PAYMENT
360,00:00.0,8020,COMPLETE
361,00:00.0,8286,PROCESSING
362,00:00.0,10167,PROCESSING
363,00:00.0,3619,CLOSED
364,00:00.0,6035,PROCESSING
365,00:00.0,2400,PENDING_PAYMENT
366,00:00.0,4422,PENDING_PAYMENT
367,00:00.0,8730,PROCESSING
368,00:00.0,5783,COMPLETE
369,00:00.0,189,COMPLETE
370,00:00.0,4791,PENDING_PAYMENT
371,00:00.0,4428,PENDING_PAYMENT
372,00:00.0,776,COMPLETE
373,00:00.0,3630,PENDING
374,00:00.0,5906,PROCESSING
375,00:00.0,6561,PROCESSING
376,00:00.0,1369,PENDING
377,00:00.0,514,PROCESSING
378,00:00.0,10071,PENDING_PAYMENT
379,00:00.0,8735,PENDING_PAYMENT
380,00:00.0,9505,PENDING_PAYMENT
381,00:00.0,5756,ON_HOLD
382,00:00.0,8143,PROCESSING
383,00:00.0,10509,PENDING_PAYMENT
384,00:00.0,2610,CLOSED
385,00:00.0,10667,COMPLETE
386,00:00.0,3568,PENDING
387,00:00.0,7193,CLOSED
388,00:00.0,2790,COMPLETE
389,00:00.0,4435,COMPLETE
390,00:00.0,5590,PENDING
391,00:00.0,5816,PENDING_PAYMENT
392,00:00.0,3238,PENDING
393,00:00.0,1047,CLOSED
394,00:00.0,76,PENDING_PAYMENT
395,00:00.0,3934,COMPLETE
396,00:00.0,9078,PAYMENT_REVIEW
397,00:00.0,4476,CLOSED
398,00:00.0,1365,ON_HOLD
399,00:00.0,1473,PROCESSING
400,00:00.0,5626,PENDING
401,00:00.0,9692,PROCESSING
402,00:00.0,9547,PENDING_PAYMENT
403,00:00.0,4178,COMPLETE
404,00:00.0,1478,CLOSED
405,00:00.0,9498,COMPLETE
406,00:00.0,9023,COMPLETE
407,00:00.0,3333,PROCESSING
408,00:00.0,2252,PAYMENT_REVIEW
409,00:00.0,11102,PROCESSING
410,00:00.0,1288,PENDING
411,00:00.0,11164,SUSPECTED_FRAUD
412,00:00.0,9397,COMPLETE
413,00:00.0,7278,CLOSED
414,00:00.0,11776,PENDING
415,00:00.0,6110,CLOSED
416,00:00.0,1561,COMPLETE
417,00:00.0,11491,PENDING_PAYMENT
418,00:00.0,4269,COMPLETE
419,00:00.0,8987,PENDING_PAYMENT
420,00:00.0,4632,COMPLETE
421,00:00.0,7839,PENDING
422,00:00.0,9664,COMPLETE
423,00:00.0,9632,SUSPECTED_FRAUD
424,00:00.0,2457,PROCESSING
425,00:00.0,10481,PENDING_PAYMENT
426,00:00.0,10419,COMPLETE
427,00:00.0,6681,COMPLETE
428,00:00.0,3487,COMPLETE
429,00:00.0,8466,CLOSED
430,00:00.0,10779,PENDING_PAYMENT
431,00:00.0,4676,CLOSED
432,00:00.0,1197,COMPLETE
433,00:00.0,792,PROCESSING
434,00:00.0,11390,PENDING_PAYMENT
435,00:00.0,5719,CLOSED
436,00:00.0,7610,PROCESSING
437,00:00.0,5351,COMPLETE
438,00:00.0,8256,COMPLETE
439,00:00.0,9353,COMPLETE
440,00:00.0,7290,COMPLETE
441,00:00.0,5239,PENDING_PAYMENT
442,00:00.0,8098,COMPLETE
443,00:00.0,8499,CLOSED
444,00:00.0,10004,COMPLETE
445,00:00.0,3859,PENDING
446,00:00.0,7620,PENDING_PAYMENT
447,00:00.0,8737,CLOSED
448,00:00.0,7167,COMPLETE
449,00:00.0,409,CLOSED
450,00:00.0,5085,ON_HOLD
451,00:00.0,10104,PENDING
452,00:00.0,5128,COMPLETE
453,00:00.0,381,SUSPECTED_FRAUD
454,00:00.0,5933,PENDING_PAYMENT
455,00:00.0,6575,PENDING
456,00:00.0,11295,CLOSED
457,00:00.0,4036,PENDING_PAYMENT
458,00:00.0,5358,COMPLETE
459,00:00.0,3687,COMPLETE
460,00:00.0,2521,PENDING_PAYMENT
461,00:00.0,8398,CLOSED
462,00:00.0,5454,PROCESSING
463,00:00.0,8709,COMPLETE
464,00:00.0,7114,COMPLETE
465,00:00.0,1255,PENDING_PAYMENT
466,00:00.0,10943,CLOSED
467,00:00.0,1719,PENDING_PAYMENT
468,00:00.0,7305,COMPLETE
469,00:00.0,1731,PENDING
470,00:00.0,6410,PENDING_PAYMENT
471,00:00.0,10861,PENDING
472,00:00.0,8969,CLOSED
473,00:00.0,5359,COMPLETE
474,00:00.0,8349,PENDING_PAYMENT
475,00:00.0,4567,CLOSED
476,00:00.0,6020,PENDING_PAYMENT
477,00:00.0,8511,ON_HOLD
478,00:00.0,7657,COMPLETE
479,00:00.0,11138,COMPLETE
480,00:00.0,2902,PROCESSING
481,00:00.0,10633,PROCESSING
482,00:00.0,9156,ON_HOLD
483,00:00.0,12341,PROCESSING
484,00:00.0,2409,PENDING_PAYMENT
485,00:00.0,3976,PENDING_PAYMENT
486,00:00.0,1865,PROCESSING
487,00:00.0,5698,PROCESSING
488,00:00.0,10143,PENDING_PAYMENT
489,00:00.0,2030,PENDING_PAYMENT
490,00:00.0,9709,COMPLETE
491,00:00.0,3945,ON_HOLD
492,00:00.0,2499,PENDING_PAYMENT
493,00:00.0,1180,COMPLETE
494,00:00.0,8121,PENDING_PAYMENT
495,00:00.0,7242,COMPLETE
496,00:00.0,615,COMPLETE
497,00:00.0,846,COMPLETE
498,00:00.0,6828,PENDING_PAYMENT
499,00:00.0,8920,COMPLETE
500,00:00.0,2129,CLOSED
501,00:00.0,1987,CLOSED
502,00:00.0,7196,COMPLETE
503,00:00.0,6377,PENDING_PAYMENT
504,00:00.0,6288,COMPLETE
505,00:00.0,11952,PROCESSING
506,00:00.0,3509,PENDING
507,00:00.0,4730,PENDING_PAYMENT
508,00:00.0,6970,COMPLETE
509,00:00.0,10739,COMPLETE
510,00:00.0,7533,PENDING_PAYMENT
511,00:00.0,486,PROCESSING
512,00:00.0,12000,COMPLETE
513,00:00.0,10479,COMPLETE
514,00:00.0,10962,PENDING_PAYMENT
515,00:00.0,5921,PENDING_PAYMENT
516,00:00.0,9204,COMPLETE
517,00:00.0,1578,PROCESSING
518,00:00.0,5257,COMPLETE
519,00:00.0,4780,COMPLETE
520,00:00.0,8074,COMPLETE
521,00:00.0,6497,COMPLETE
522,00:00.0,12300,COMPLETE
523,00:00.0,4477,COMPLETE
524,00:00.0,7622,COMPLETE
525,00:00.0,10830,PENDING
526,00:00.0,7259,COMPLETE
527,00:00.0,5426,CANCELED
528,00:00.0,6147,PROCESSING
529,00:00.0,844,ON_HOLD
530,00:00.0,6224,PROCESSING
531,00:00.0,1950,PENDING_PAYMENT
532,00:00.0,6498,PENDING
533,00:00.0,6770,COMPLETE
534,00:00.0,6896,COMPLETE
535,00:00.0,66,COMPLETE
536,00:00.0,9981,ON_HOLD
537,00:00.0,10437,COMPLETE
538,00:00.0,4871,PROCESSING
539,00:00.0,7673,PENDING_PAYMENT
540,00:00.0,121,COMPLETE
541,00:00.0,4985,COMPLETE
542,00:00.0,597,CLOSED
543,00:00.0,7351,PENDING
544,00:00.0,281,PENDING_PAYMENT
545,00:00.0,11642,COMPLETE
546,00:00.0,7604,PROCESSING
547,00:00.0,7220,COMPLETE
548,00:00.0,6889,SUSPECTED_FRAUD
549,00:00.0,3834,PENDING
550,00:00.0,9666,PENDING_PAYMENT
551,00:00.0,2867,COMPLETE
552,00:00.0,1445,CANCELED
553,00:00.0,7307,COMPLETE
554,00:00.0,10980,PROCESSING
555,00:00.0,976,PENDING_PAYMENT
556,00:00.0,7838,COMPLETE
557,00:00.0,4855,COMPLETE
558,00:00.0,4562,COMPLETE
559,00:00.0,1944,ON_HOLD
560,00:00.0,744,ON_HOLD
561,00:00.0,6059,PENDING
562,00:00.0,5017,PENDING
563,00:00.0,3514,CLOSED
564,00:00.0,2216,CANCELED
565,00:00.0,3850,PENDING_PAYMENT
566,00:00.0,6335,CLOSED
567,00:00.0,9527,CLOSED
568,00:00.0,11790,PENDING
569,00:00.0,8532,CLOSED
570,00:00.0,4622,PENDING
571,00:00.0,5006,PENDING
572,00:00.0,6691,PENDING
573,00:00.0,5964,COMPLETE
574,00:00.0,7145,PROCESSING
575,00:00.0,2873,PROCESSING
576,00:00.0,7191,COMPLETE
577,00:00.0,457,CLOSED
578,00:00.0,2529,PENDING_PAYMENT
579,00:00.0,4137,PROCESSING
580,00:00.0,8677,SUSPECTED_FRAUD
581,00:00.0,3222,PROCESSING
582,00:00.0,6220,CLOSED
583,00:00.0,4695,PENDING
584,00:00.0,1263,PENDING_PAYMENT
585,00:00.0,8399,PENDING_PAYMENT
586,00:00.0,10225,PROCESSING
587,00:00.0,6008,SUSPECTED_FRAUD
588,00:00.0,6348,COMPLETE
589,00:00.0,5609,COMPLETE
590,00:00.0,132,PROCESSING
591,00:00.0,6431,COMPLETE
592,00:00.0,10862,CLOSED
593,00:00.0,6667,PENDING
594,00:00.0,1946,PENDING_PAYMENT
595,00:00.0,3531,PAYMENT_REVIEW
596,00:00.0,8352,PENDING_PAYMENT
597,00:00.0,11558,PENDING_PAYMENT
598,00:00.0,11344,PENDING_PAYMENT
599,00:00.0,8005,COMPLETE
600,00:00.0,3506,COMPLETE
601,00:00.0,8977,COMPLETE
602,00:00.0,6690,COMPLETE
603,00:00.0,6184,CLOSED
604,00:00.0,6930,PENDING_PAYMENT
605,00:00.0,2879,COMPLETE
606,00:00.0,1157,COMPLETE
607,00:00.0,6376,CANCELED
608,00:00.0,10388,COMPLETE
609,00:00.0,1241,PROCESSING
610,00:00.0,1866,PENDING_PAYMENT
611,00:00.0,8422,COMPLETE
612,00:00.0,11854,PENDING_PAYMENT
613,00:00.0,460,COMPLETE
614,00:00.0,5738,CLOSED
615,00:00.0,2827,COMPLETE
616,00:00.0,11330,PROCESSING
617,00:00.0,6154,ON_HOLD
618,00:00.0,12037,PENDING_PAYMENT
619,00:00.0,11473,PROCESSING
620,00:00.0,11346,COMPLETE
621,00:00.0,7916,COMPLETE
622,00:00.0,3892,ON_HOLD
623,00:00.0,3658,PAYMENT_REVIEW
624,00:00.0,1821,PENDING_PAYMENT
625,00:00.0,5918,ON_HOLD
626,00:00.0,9123,CLOSED
627,00:00.0,7859,PENDING_PAYMENT
628,00:00.0,9783,PROCESSING
629,00:00.0,6772,COMPLETE
630,00:00.0,3449,COMPLETE
631,00:00.0,9381,PENDING_PAYMENT
632,00:00.0,529,PENDING
633,00:00.0,12249,COMPLETE
634,00:00.0,4588,COMPLETE
635,00:00.0,1427,PENDING
636,00:00.0,10371,PENDING_PAYMENT
637,00:00.0,2259,ON_HOLD
638,00:00.0,3626,PENDING
639,00:00.0,1072,COMPLETE
640,00:00.0,6199,PROCESSING
641,00:00.0,11558,CLOSED
642,00:00.0,7499,COMPLETE
643,00:00.0,64,PENDING_PAYMENT
644,00:00.0,7295,PENDING_PAYMENT
645,00:00.0,2238,COMPLETE
646,00:00.0,911,CLOSED
647,00:00.0,12319,COMPLETE
648,00:00.0,4551,PENDING_PAYMENT
649,00:00.0,7261,CANCELED
650,00:00.0,4170,PENDING_PAYMENT
651,00:00.0,9264,CLOSED
652,00:00.0,8732,PENDING_PAYMENT
653,00:00.0,10473,PROCESSING
654,00:00.0,286,COMPLETE
655,00:00.0,1206,PENDING_PAYMENT
656,00:00.0,1646,PROCESSING
657,00:00.0,1393,PENDING_PAYMENT
658,00:00.0,12386,PENDING
659,00:00.0,6006,COMPLETE
660,00:00.0,1932,CLOSED
661,00:00.0,2991,ON_HOLD
662,00:00.0,11165,COMPLETE
663,00:00.0,3531,PAYMENT_REVIEW
664,00:00.0,4469,COMPLETE
665,00:00.0,5648,ON_HOLD
666,00:00.0,993,COMPLETE
667,00:00.0,4726,CANCELED
668,00:00.0,8023,PROCESSING
669,00:00.0,909,PROCESSING
670,00:00.0,482,PROCESSING
671,00:00.0,7926,PENDING_PAYMENT
672,00:00.0,1670,PENDING_PAYMENT
673,00:00.0,2157,PENDING_PAYMENT
674,00:00.0,1295,COMPLETE
675,00:00.0,3414,COMPLETE
676,00:00.0,5653,PENDING_PAYMENT
677,00:00.0,5182,PENDING_PAYMENT
678,00:00.0,9667,PENDING
679,00:00.0,5535,CLOSED
680,00:00.0,4599,ON_HOLD
681,00:00.0,7524,PENDING_PAYMENT
682,00:00.0,9271,COMPLETE
683,00:00.0,7183,PENDING_PAYMENT
684,00:00.0,1546,CLOSED
685,00:00.0,10745,ON_HOLD
686,00:00.0,7835,PROCESSING
687,00:00.0,11639,PENDING_PAYMENT
688,00:00.0,5097,PENDING_PAYMENT
689,00:00.0,8272,PENDING
690,00:00.0,7279,PENDING_PAYMENT
691,00:00.0,517,PENDING_PAYMENT
692,00:00.0,442,ON_HOLD
693,00:00.0,10081,ON_HOLD
694,00:00.0,5015,PROCESSING
695,00:00.0,12224,PROCESSING
696,00:00.0,11166,PENDING_PAYMENT
697,00:00.0,3126,COMPLETE
698,00:00.0,5283,COMPLETE
699,00:00.0,7472,PENDING_PAYMENT
700,00:00.0,2632,COMPLETE
701,00:00.0,9742,PENDING_PAYMENT
702,00:00.0,1826,PROCESSING
703,00:00.0,1871,PENDING_PAYMENT
704,00:00.0,11708,COMPLETE
705,00:00.0,9639,PENDING
706,00:00.0,10129,CLOSED
707,00:00.0,5889,PENDING
708,00:00.0,5695,CLOSED
709,00:00.0,3161,PENDING
710,00:00.0,5871,CLOSED
711,00:00.0,4688,PENDING_PAYMENT
712,00:00.0,4372,PENDING
713,00:00.0,4826,CLOSED
714,00:00.0,4756,COMPLETE
715,00:00.0,864,PENDING
716,00:00.0,2581,CANCELED
717,00:00.0,8208,CANCELED
718,00:00.0,70,COMPLETE
719,00:00.0,4768,PROCESSING
720,00:00.0,3142,COMPLETE
721,00:00.0,2154,PENDING
722,00:00.0,9781,CLOSED
723,00:00.0,371,PENDING
724,00:00.0,797,PENDING
725,00:00.0,3837,PENDING_PAYMENT
726,00:00.0,5407,COMPLETE
727,00:00.0,1049,COMPLETE
728,00:00.0,5965,COMPLETE
729,00:00.0,8467,COMPLETE
730,00:00.0,3189,COMPLETE
731,00:00.0,5104,PROCESSING
732,00:00.0,7633,COMPLETE
733,00:00.0,2724,PENDING
734,00:00.0,1995,PENDING_PAYMENT
735,00:00.0,9142,COMPLETE
